x,y
1.384848,-0.696970
1.420101,-0.696970
1.455354,-0.696970
1.490606,-0.696970
1.525859,-0.696970
1.561111,-0.696970
1.596364,-0.696970
1.631616,-0.696970
1.666869,-0.696970
1.702121,-0.696970
1.737374,-0.696970
1.772626,-0.696970
1.807879,-0.696970
1.843131,-0.696970
1.878384,-0.696970
1.913636,-0.696970
1.948889,-0.696970
1.984141,-0.696970
2.019394,-0.696970
2.054646,-0.696970
2.089899,-0.696970
2.125152,-0.696970
2.160404,-0.696970
2.195657,-0.696970
2.230909,-0.696970
2.266162,-0.696970
2.301414,-0.696970
2.336667,-0.696970
2.371919,-0.696970
2.407172,-0.696970
0.010000,-0.676768
0.045253,-0.676768
0.080505,-0.676768
0.115758,-0.676768
0.151010,-0.676768
0.186263,-0.676768
0.221515,-0.676768
0.256768,-0.676768
0.292020,-0.676768
0.327273,-0.676768
0.362525,-0.676768
0.397778,-0.676768
0.433030,-0.676768
0.468283,-0.676768
0.503535,-0.676768
0.538788,-0.676768
0.574040,-0.676768
0.609293,-0.676768
0.644545,-0.676768
0.679798,-0.676768
0.715051,-0.676768
0.750303,-0.676768
0.785556,-0.676768
0.820808,-0.676768
0.856061,-0.676768
0.891313,-0.676768
0.926566,-0.676768
0.961818,-0.676768
0.997071,-0.676768
1.032323,-0.676768
1.067576,-0.676768
1.102828,-0.676768
1.138081,-0.676768
1.173333,-0.676768
1.208586,-0.676768
1.243838,-0.676768
1.279091,-0.676768
1.314343,-0.676768
1.349596,-0.676768
1.384848,-0.676768
1.420101,-0.676768
1.455354,-0.676768
1.490606,-0.676768
1.525859,-0.676768
1.561111,-0.676768
1.596364,-0.676768
1.631616,-0.676768
1.666869,-0.676768
1.702121,-0.676768
1.737374,-0.676768
1.772626,-0.676768
1.807879,-0.676768
1.843131,-0.676768
1.878384,-0.676768
1.913636,-0.676768
1.948889,-0.676768
1.984141,-0.676768
2.019394,-0.676768
2.054646,-0.676768
2.089899,-0.676768
2.125152,-0.676768
2.160404,-0.676768
2.195657,-0.676768
2.230909,-0.676768
2.266162,-0.676768
2.301414,-0.676768
2.336667,-0.676768
2.371919,-0.676768
2.407172,-0.676768
2.442424,-0.676768
0.010000,-0.656566
0.045253,-0.656566
0.080505,-0.656566
0.115758,-0.656566
0.151010,-0.656566
0.186263,-0.656566
0.221515,-0.656566
0.256768,-0.656566
0.292020,-0.656566
0.327273,-0.656566
0.362525,-0.656566
0.397778,-0.656566
0.433030,-0.656566
0.468283,-0.656566
0.503535,-0.656566
0.538788,-0.656566
0.574040,-0.656566
0.609293,-0.656566
0.644545,-0.656566
0.679798,-0.656566
0.715051,-0.656566
0.750303,-0.656566
0.785556,-0.656566
0.820808,-0.656566
0.856061,-0.656566
0.891313,-0.656566
0.926566,-0.656566
0.961818,-0.656566
0.997071,-0.656566
1.032323,-0.656566
1.067576,-0.656566
1.102828,-0.656566
1.138081,-0.656566
1.173333,-0.656566
1.208586,-0.656566
1.243838,-0.656566
1.279091,-0.656566
1.314343,-0.656566
1.349596,-0.656566
1.384848,-0.656566
1.420101,-0.656566
1.455354,-0.656566
1.490606,-0.656566
1.525859,-0.656566
1.561111,-0.656566
1.596364,-0.656566
1.631616,-0.656566
1.666869,-0.656566
1.702121,-0.656566
1.737374,-0.656566
1.772626,-0.656566
1.807879,-0.656566
1.843131,-0.656566
1.878384,-0.656566
1.913636,-0.656566
1.948889,-0.656566
1.984141,-0.656566
2.019394,-0.656566
2.054646,-0.656566
2.089899,-0.656566
2.125152,-0.656566
2.160404,-0.656566
2.195657,-0.656566
2.230909,-0.656566
2.266162,-0.656566
2.301414,-0.656566
2.336667,-0.656566
2.371919,-0.656566
2.407172,-0.656566
2.442424,-0.656566
2.477677,-0.656566
2.512929,-0.656566
0.010000,-0.636364
0.045253,-0.636364
0.080505,-0.636364
0.115758,-0.636364
0.151010,-0.636364
0.186263,-0.636364
0.221515,-0.636364
0.256768,-0.636364
0.292020,-0.636364
0.327273,-0.636364
0.362525,-0.636364
0.397778,-0.636364
0.433030,-0.636364
0.468283,-0.636364
0.503535,-0.636364
0.538788,-0.636364
0.574040,-0.636364
0.609293,-0.636364
0.644545,-0.636364
0.679798,-0.636364
0.715051,-0.636364
0.750303,-0.636364
0.785556,-0.636364
0.820808,-0.636364
0.856061,-0.636364
0.891313,-0.636364
0.926566,-0.636364
0.961818,-0.636364
0.997071,-0.636364
1.032323,-0.636364
1.067576,-0.636364
1.102828,-0.636364
1.138081,-0.636364
1.173333,-0.636364
1.208586,-0.636364
1.243838,-0.636364
1.279091,-0.636364
1.314343,-0.636364
1.349596,-0.636364
1.384848,-0.636364
1.420101,-0.636364
1.455354,-0.636364
1.490606,-0.636364
1.525859,-0.636364
1.561111,-0.636364
1.596364,-0.636364
1.631616,-0.636364
1.666869,-0.636364
1.702121,-0.636364
1.737374,-0.636364
1.772626,-0.636364
1.807879,-0.636364
1.843131,-0.636364
1.878384,-0.636364
1.913636,-0.636364
1.948889,-0.636364
1.984141,-0.636364
2.019394,-0.636364
2.054646,-0.636364
2.089899,-0.636364
2.125152,-0.636364
2.160404,-0.636364
2.195657,-0.636364
2.230909,-0.636364
2.266162,-0.636364
2.301414,-0.636364
2.336667,-0.636364
2.371919,-0.636364
2.407172,-0.636364
2.442424,-0.636364
2.477677,-0.636364
2.512929,-0.636364
2.548182,-0.636364
0.010000,-0.616162
0.045253,-0.616162
0.080505,-0.616162
0.115758,-0.616162
0.151010,-0.616162
0.186263,-0.616162
0.221515,-0.616162
0.256768,-0.616162
0.292020,-0.616162
0.327273,-0.616162
0.362525,-0.616162
0.397778,-0.616162
0.433030,-0.616162
0.468283,-0.616162
0.503535,-0.616162
0.538788,-0.616162
0.574040,-0.616162
0.609293,-0.616162
0.644545,-0.616162
0.679798,-0.616162
0.715051,-0.616162
0.750303,-0.616162
0.785556,-0.616162
0.820808,-0.616162
0.856061,-0.616162
0.891313,-0.616162
0.926566,-0.616162
0.961818,-0.616162
0.997071,-0.616162
1.032323,-0.616162
1.067576,-0.616162
1.102828,-0.616162
1.138081,-0.616162
1.173333,-0.616162
1.208586,-0.616162
1.243838,-0.616162
1.279091,-0.616162
1.314343,-0.616162
1.349596,-0.616162
1.384848,-0.616162
1.420101,-0.616162
1.455354,-0.616162
1.490606,-0.616162
1.525859,-0.616162
1.561111,-0.616162
1.596364,-0.616162
1.631616,-0.616162
1.666869,-0.616162
1.702121,-0.616162
1.737374,-0.616162
1.772626,-0.616162
1.807879,-0.616162
1.843131,-0.616162
1.878384,-0.616162
1.913636,-0.616162
1.948889,-0.616162
1.984141,-0.616162
